age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Private,177154,Assoc-voc,11,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,>50K
19,Private,139466,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
45,Private,363253,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,,>50K
34,Self-emp-inc,28984,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Private,241552,11th,7,Never-married,Other-service,Own-child,White,Female,0,1719,20,United-States,<=50K
30,Local-gov,73796,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
56,Private,82050,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States,>50K
29,Private,216479,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,Private,85382,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K
35,Private,198841,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
53,Private,203967,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,116952,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States,<=50K
47,Private,263984,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,40,,<=50K
59,Private,192845,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
29,Private,159788,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,<=50K
18,Private,190776,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
23,Private,124971,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,107276,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,2444,40,United-States,>50K
47,Private,155659,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,85019,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,,>50K
24,Private,208503,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,42,United-States,<=50K
26,Private,214303,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K
52,Private,177487,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,136331,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
69,,159077,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,48,United-States,<=50K
37,Private,161226,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,>50K
61,,347089,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,16,United-States,<=50K
75,,91417,Assoc-voc,11,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,<=50K
32,Self-emp-not-inc,399088,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,1340,45,United-States,<=50K
42,Private,99203,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K
20,Private,280714,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
41,Private,718736,Some-college,10,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
41,Self-emp-inc,56019,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,50,India,>50K
23,Private,85088,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
21,Private,194096,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
32,Private,162041,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
49,Private,151107,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
46,Private,41223,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
41,Private,193882,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K
20,Private,228686,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
29,Private,157950,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
57,Self-emp-not-inc,149168,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
20,Private,190290,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,1602,40,United-States,<=50K
46,Local-gov,126754,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
34,Private,75454,12th,8,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
40,State-gov,150533,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
51,Private,259323,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,184477,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K
25,Private,122756,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,United-States,<=50K
35,Self-emp-not-inc,216129,12th,8,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Trinadad&Tobago,<=50K
20,Private,174391,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K
53,Private,153064,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,10,Yugoslavia,>50K
46,Private,213611,7th-8th,4,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,0,1594,24,Guatemala,<=50K
24,Private,249909,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
37,Private,233490,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,<=50K
67,Self-emp-not-inc,141085,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K
22,Private,217363,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
56,Private,178282,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
45,Private,158685,HS-grad,9,Separated,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,158294,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,3103,0,40,United-States,>50K
24,Private,464502,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Male,0,0,40,,<=50K
46,Self-emp-not-inc,138626,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
55,Private,205759,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Private,148606,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
19,Private,143608,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
31,Private,280927,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
24,Private,308205,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K
48,Local-gov,67716,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States,>50K
26,Private,239303,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,,<=50K
30,Private,169104,Assoc-acdm,12,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
52,Federal-gov,23780,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Federal-gov,36489,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,<=50K
22,Private,191455,Some-college,10,Married-civ-spouse,Tech-support,Wife,Other,Female,0,0,15,United-States,<=50K
39,Local-gov,218490,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
32,Private,185820,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
37,Self-emp-inc,329980,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States,>50K
37,Local-gov,117760,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,4650,0,40,United-States,<=50K
32,Private,250853,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
21,Private,29810,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
43,State-gov,125405,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
41,Private,160785,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
34,Self-emp-inc,186824,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
58,Private,314153,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
43,Private,214242,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,<=50K
33,Private,213226,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
23,Private,320451,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,24,United-States,<=50K
33,Private,295649,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,China,<=50K
48,Private,102585,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,176831,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
41,Private,163847,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,>50K
40,Private,114157,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
54,Local-gov,188446,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
58,Local-gov,100054,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
46,Private,136162,Assoc-voc,11,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,189574,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
38,Private,351299,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,United-States,<=50K
35,Private,412017,10th,6,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
24,Self-emp-not-inc,216889,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
55,Private,194436,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K
20,Private,41721,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,,191830,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,55,United-States,<=50K
46,Private,182862,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,<=50K
66,Self-emp-not-inc,44712,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,15,United-States,<=50K
28,Private,220043,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
37,Local-gov,333664,Some-college,10,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Private,268295,5th-6th,3,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,156897,Prof-school,15,Never-married,Prof-specialty,Own-child,White,Male,0,1564,55,United-States,>50K
49,Private,187308,Some-college,10,Married-civ-spouse,Other-service,Other-relative,White,Male,0,0,35,United-States,<=50K
53,Private,42740,Some-college,10,Separated,Other-service,Own-child,White,Female,0,0,39,United-States,<=50K
20,Private,200421,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
29,Private,260346,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K
30,Private,455995,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
50,Self-emp-inc,82578,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
52,Private,177995,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,Mexico,>50K
25,Private,49092,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
35,Self-emp-inc,333636,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,75,United-States,<=50K
17,Private,57324,10th,6,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
57,Self-emp-not-inc,225334,Prof-school,15,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,>50K
54,Private,200450,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
22,Local-gov,111697,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
51,Federal-gov,215948,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,0,40,,<=50K
40,Private,146520,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,37359,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
24,Private,248533,Some-college,10,Never-married,Sales,Other-relative,Black,Female,0,0,40,United-States,<=50K
58,Private,170608,10th,6,Separated,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Private,154451,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,35,United-States,<=50K
23,Local-gov,237498,HS-grad,9,Never-married,Protective-serv,Not-in-family,White,Male,0,0,45,United-States,<=50K
19,,33487,Some-college,10,Never-married,,Other-relative,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
69,Local-gov,61958,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,1424,0,6,United-States,<=50K
57,Private,375868,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,184169,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States,>50K
37,Private,75073,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
42,Private,54102,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,86298,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K
32,Private,166634,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
52,Private,172962,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
47,Self-emp-inc,54260,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
57,,182836,Some-college,10,Married-civ-spouse,,Wife,White,Female,3103,0,40,United-States,>50K
48,Private,138342,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,55,United-States,>50K
20,Private,73679,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States,<=50K
28,Private,370675,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1408,50,Hong,<=50K
33,Private,172237,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,46,United-States,<=50K
46,Private,192713,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,,<=50K
33,Local-gov,173005,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1848,45,United-States,>50K
24,Private,174413,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
55,Private,185436,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K
51,Self-emp-not-inc,115851,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,67218,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
63,Private,162772,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K
27,Private,163942,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Ireland,<=50K
72,Private,157913,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,17,United-States,<=50K
25,Local-gov,315287,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,Trinadad&Tobago,<=50K
42,Self-emp-not-inc,373403,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
29,,236834,Some-college,10,Divorced,,Own-child,White,Female,0,0,15,United-States,<=50K
53,Private,374588,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
21,State-gov,155818,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
32,Private,124420,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Local-gov,147510,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K
27,Private,251905,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Male,0,0,50,United-States,<=50K
42,Private,266710,Some-college,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,41,United-States,<=50K
23,Private,156807,9th,5,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,36,United-States,<=50K
63,State-gov,109735,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
44,Private,270147,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
35,Private,180131,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
42,Private,154374,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
35,Private,320451,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,65,Hong,>50K
49,Private,289964,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
25,Private,203871,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,40,United-States,>50K
45,Local-gov,102359,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K
34,Self-emp-not-inc,247540,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,1974,30,United-States,<=50K
43,Private,256813,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
51,Private,163027,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,20,United-States,<=50K
63,Self-emp-not-inc,147589,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
20,Private,105585,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,<=50K
41,Private,222142,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,40,United-States,<=50K
18,Private,169652,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K
38,Private,65324,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
31,Private,45781,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,14084,0,50,United-States,>50K
74,Private,203523,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,2653,0,12,United-States,<=50K
38,Private,105803,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,Private,126945,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,33983,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,25955,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
37,Private,170563,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,<=50K
46,Private,99835,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
26,Private,224567,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
34,Private,173495,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,169658,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,<=50K
28,Private,411950,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,State-gov,202011,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,59767,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
48,Private,44907,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Female,0,0,45,United-States,<=50K
36,Local-gov,247547,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
47,Private,274883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
29,Private,103628,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
43,Private,182521,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,15020,0,35,United-States,>50K
79,,48574,7th-8th,4,Widowed,,Not-in-family,White,Male,0,0,40,United-States,<=50K
57,Self-emp-not-inc,50791,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K
17,Private,110916,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
58,Private,132606,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
18,State-gov,191117,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
46,Private,106662,Bachelors,13,Separated,Sales,Not-in-family,White,Male,99999,0,55,United-States,>50K
24,Private,83141,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,1876,40,United-States,<=50K
57,Local-gov,215175,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
44,Private,154993,Some-college,10,Separated,Craft-repair,Unmarried,White,Female,0,0,55,United-States,<=50K
41,Private,374764,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Male,0,0,20,United-States,<=50K
41,Private,208330,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States,<=50K
42,Private,181265,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K
47,Private,209460,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,47,United-States,<=50K
55,Private,247552,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K
73,Self-emp-not-inc,228899,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,99,United-States,<=50K
33,Private,206512,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,217467,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,United-States,<=50K
32,Private,296466,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
27,,291547,Bachelors,13,Married-civ-spouse,,Not-in-family,Other,Female,0,0,6,Mexico,<=50K
62,,250091,Bachelors,13,Divorced,,Not-in-family,White,Male,0,0,5,United-States,<=50K
29,Private,212588,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
39,Private,231491,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
27,Private,125298,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
29,Private,153475,11th,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
18,Self-emp-not-inc,304699,10th,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,England,<=50K
70,Local-gov,31540,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K
51,Private,199688,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,60,,>50K
42,Private,211450,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
29,Private,189565,HS-grad,9,Divorced,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
34,Private,152453,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Guatemala,<=50K
30,Private,187560,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
17,Private,142587,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K
33,Self-emp-inc,179708,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
57,Federal-gov,47534,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,>50K
32,Private,198452,HS-grad,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K
71,Private,78277,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,<=50K
54,Self-emp-not-inc,155965,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,56,United-States,<=50K
35,Private,230054,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
36,Private,183081,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,478373,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,57711,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K
64,Private,258006,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,Cuba,<=50K
56,Private,32446,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
45,Private,192835,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,3942,0,40,United-States,<=50K
45,Private,239864,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
28,Private,306538,12th,8,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,215182,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Self-emp-inc,51286,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,6418,0,65,United-States,>50K
46,Private,106092,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
19,Private,248600,10th,6,Never-married,Other-service,Other-relative,White,Female,34095,0,24,United-States,<=50K
24,Private,148315,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,<=50K
43,Private,163847,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
